"Código";"Denominación";"Fecha";"Asiento";"Documento";"Concepto";"Ampliación";"Contrapartida";"CC";"Debe";"Haber";"s1";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"22/05/2013";"842";"";"5";"NOMINAS S.SOCIAL DAVID";"";"";"";"111,05";"-1876,79";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"22/05/2013";"842";"";"5";"NOMINAS S.SOCIAL M.C.";"";"";"";"98,97";"-1765,74";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"22/05/2013";"842";"";"5";"NOMINAS S.SOCIAL MONICA";"";"";"";"101,01";"-1977,8";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"22/05/2013";"844";"";"7";"TRIBUTOS T.C. MAYO";"";"";"";"1514,74";"-3492,54";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"31/05/2013";"864";"";"7";"TRIBUTOS PAGO T.C. ABRIL";"5720000001";"";"1666,77";"";"-1825,77";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"25/06/2013";"1019";"";"5";"NOMINAS S.SOCIAL MONICA";"";"";"";"91,77";"-2109,92";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"25/06/2013";"1019";"";"5";"NOMINAS S.SOCIAL DAVID";"";"";"";"101,81";"-2018,15";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"25/06/2013";"1019";"";"5";"NOMINAS S.SOCIAL M.C.";"";"";"";"90,57";"-1916,34";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"25/06/2013";"1021";"";"7";"TRIBUTOS T.C.";"";"";"";"1382,62";"-3492,54";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"28/06/2013";"1029";"";"7";"TRIBUTOS T.C. MAYO + ATRASOS";"5720000001";"";"1825,77";"";"-1666,77";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"29/07/2013";"1171";"";"5";"NOMINAS S.SOCIAL DAVID";"";"";"";"101,81";"-1859,15";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"29/07/2013";"1171";"";"5";"NOMINAS S.SOCIAL M.C.";"";"";"";"90,57";"-1757,34";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"29/07/2013";"1171";"";"5";"NOMINAS S.SOCIAL MONICA";"";"";"";"91,77";"-1950,92";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"29/07/2013";"1173";"";"7";"TRIBUTOS T.C.";"";"";"";"1382,62";"-3333,54";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"31/07/2013";"1183";"";"7";"TRIBUTOS T.C. JUNIO";"5720000001";"";"1666,77";"";"-1666,77";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"30/08/2013";"1322";"";"7";"TRIBUTOS PAGO TC JULIO";"5720000001";"";"1666,77";"";"0";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"30/08/2013";"1324";"";"5";"NOMINAS S.SOCIAL MONICA";"";"";"";"91,77";"-284,15";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"30/08/2013";"1324";"";"5";"NOMINAS S.SOCIAL DAVID";"";"";"";"101,81";"-192,38";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"30/08/2013";"1324";"";"5";"NOMINAS S.SOCIAL M.C.";"";"";"";"90,57";"-90,57";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"30/08/2013";"1326";"";"7";"TRIBUTOS T.C.";"";"";"";"1382,62";"-1666,77";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"24/09/2013";"1470";"";"5";"NOMINAS S.SOCIAL MONICA";"";"";"";"91,77";"-1950,92";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"24/09/2013";"1470";"";"5";"NOMINAS S.SOCIAL DAVID";"";"";"";"101,81";"-1859,15";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"24/09/2013";"1470";"";"5";"NOMINAS S.SOCIAL M.C.";"";"";"";"90,57";"-1757,34";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"24/09/2013";"1472";"";"7";"TRIBUTOS T.C.";"";"";"";"1382,62";"-3333,54";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"30/09/2013";"1502";"";"7";"TRIBUTOS PAGO TC AGOSTO";"5720000001";"";"1666,77";"";"-1666,77";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"21/10/2013";"1664";"";"7";"TRIBUTOS T.C.";"";"";"";"1382,62";"-3049,39";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"23/10/2013";"1677";"";"5";"NOMINAS S.SOCIAL M.C.";"";"";"";"98,93";"-3148,32";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"23/10/2013";"1677";"";"5";"NOMINAS S.SOCIAL MONICA";"";"";"";"101,01";"-3348,86";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"23/10/2013";"1677";"";"5";"NOMINAS S.SOCIAL DAVID";"";"";"";"99,53";"-3247,85";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"31/10/2013";"1699";"";"7";"TRIBUTOS T.C. SEPTIEMBRE";"5720000001";"";"1666,77";"";"-1682,09";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"22/11/2013";"1869";"";"7";"TRIBUTOS ATRASOS 2012";"";"";"";"137,58";"-1819,67";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"25/11/2013";"1879";"";"5";"NOMINAS S.SOCIAL MONICA";"";"";"";"91,77";"-2081,9";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"25/11/2013";"1879";"";"5";"NOMINAS S.SOCIAL DAVID";"";"";"";"101,81";"-1990,13";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"25/11/2013";"1879";"";"5";"NOMINAS S.SOCIAL M.C.";"";"";"";"68,65";"-1888,32";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"29/11/2013";"1890";"";"7";"TRIBUTOS PAGO ATRASOS 2012";"5720000001";"";"152,9";"";"-262,23";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"29/11/2013";"1890";"";"7";"TRIBUTOS PAGO TC OCTUBRE";"5720000001";"";"1666,77";"";"-415,13";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"30/11/2013";"2059";"";"7";"TRIBUTOS T.C. NOVIEMBRE";"";"";"";"1276";"-1538,23";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"23/12/2013";"2070";"";"5";"NOMINAS S.SOCIAL MONICA";"";"";"";"91,77";"-1800,46";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"23/12/2013";"2070";"";"5";"NOMINAS S.SOCIAL DAVID";"";"";"";"101,81";"-1708,69";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"23/12/2013";"2070";"";"5";"NOMINAS S.SOCIAL M.C.";"";"";"";"68,65";"-1606,88";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"23/12/2013";"2071";"";"7";"TRIBUTOS T.C. DICIEMBRE";"";"";"";"1276";"-3076,46";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"31/12/2013";"2091";"";"7";"TRIBUTOS T.C. NOVIEMBRE";"5720000001";"";"1538,23";"";"-1538,23";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"31/12/2013";"2123";"";"5";"";"";"";"";"101,81";"-1730,61";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"31/12/2013";"2123";"";"5";"";"";"";"";"90,57";"-1628,8";""
"4760000001";"ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES";"31/12/2013";"2123";"";"5";"";"";"";"";"91,77";"-1822,38";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"4";"3300001";"1";"N/FACTURA M3300001";"4300000003";"";"";"39,9";"-39,9";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"5";"3300002";"1";"N/FACTURA M3300002";"4300000011";"";"";"39,9";"-79,8";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"6";"3300003";"1";"N/FACTURA M3300003";"4300000013";"";"";"37,59";"-117,39";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"7";"3300004";"1";"N/FACTURA M3300004";"4300000015";"";"";"32,55";"-149,94";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"8";"3300005";"1";"N/FACTURA M3300005";"4300000235";"";"";"10,5";"-160,44";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"9";"3300006";"1";"N/FACTURA M3300006";"4300000024";"";"";"37,59";"-198,03";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"10";"3300007";"1";"N/FACTURA M3300007";"4300000001";"";"";"22,05";"-220,08";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"11";"3300008";"1";"N/FACTURA M3300008";"4300000061";"";"";"21";"-241,08";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"12";"3300009";"1";"N/FACTURA M3300009";"4300000116";"";"";"74,55";"-315,63";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"13";"3300010";"1";"N/FACTURA M3300010";"4300000117";"";"";"32,55";"-348,18";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"14";"3300011";"1";"N/FACTURA M3300011";"4300000269";"";"";"32,55";"-380,73";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"15";"3300012";"1";"N/FACTURA M3300012";"4300000130";"";"";"36,75";"-417,48";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"16";"3300013";"1";"N/FACTURA M3300013";"4300000135";"";"";"32,55";"-450,03";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"17";"3300014";"1";"N/FACTURA M3300014";"4300000147";"";"";"39,9";"-489,93";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"18";"3300015";"1";"N/FACTURA M3300015";"4300000148";"";"";"10,5";"-500,43";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"19";"3300016";"1";"N/FACTURA M3300016";"4300000152";"";"";"21";"-521,43";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"20";"3300017";"1";"N/FACTURA M3300017";"4300000155";"";"";"64,05";"-585,48";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"21";"3300018";"1";"N/FACTURA M3300018";"4300000169";"";"";"32,55";"-618,03";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"22";"3300019";"1";"N/FACTURA M3300019";"4300000170";"";"";"32,55";"-650,58";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"23";"3300020";"1";"N/FACTURA M3300020";"4300000172";"";"";"10,5";"-661,08";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"24";"3300021";"1";"N/FACTURA M3300021";"4300000173";"";"";"18,9";"-679,98";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"25";"3300022";"1";"N/FACTURA M3300022";"4300000175";"";"";"16,8";"-696,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"26";"3300023";"1";"N/FACTURA M3300023";"4300000178";"";"";"10,5";"-707,28";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"27";"3300024";"1";"N/FACTURA M3300024";"4300000179";"";"";"32,55";"-739,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"28";"3300025";"1";"N/FACTURA M3300025";"4300000182";"";"";"42";"-781,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"29";"3300026";"1";"N/FACTURA M3300026";"4300000197";"";"";"32,55";"-814,38";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"30";"3300027";"1";"N/FACTURA M3300027";"4300000230";"";"";"7,35";"-821,73";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"31";"3300028";"1";"N/FACTURA M3300028";"4300000231";"";"";"19,95";"-841,68";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"32";"3300029";"1";"N/FACTURA M3300029";"4300000237";"";"";"32,55";"-874,23";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"33";"3300030";"1";"N/FACTURA M3300030";"4300000240";"";"";"11,55";"-885,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"34";"3300031";"1";"N/FACTURA M3300031";"4300000255";"";"";"39,9";"-925,68";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"35";"3300032";"1";"N/FACTURA M3300032";"4300000260";"";"";"24,15";"-949,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"36";"3300033";"1";"N/FACTURA M3300033";"4300000262";"";"";"15,75";"-965,58";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"37";"3300034";"1";"N/FACTURA M3300034";"4300000264";"";"";"25,2";"-990,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"38";"3300035";"1";"N/FACTURA M3300035";"4300000265";"";"";"31,08";"-1021,86";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"39";"3300036";"1";"N/FACTURA M3300036";"4300000271";"";"";"31,08";"-1052,94";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"40";"3300037";"1";"N/FACTURA M3300037";"4300000272";"";"";"4,2";"-1057,14";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"41";"3300038";"1";"N/FACTURA M3300038";"4300000274";"";"";"19,95";"-1077,09";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"42";"3300039";"1";"N/FACTURA M3300039";"4300000276";"";"";"3,15";"-1080,24";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/01/2013";"43";"3300040";"1";"N/FACTURA M3300040";"4300000022";"";"";"18,48";"-1098,72";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"04/01/2013";"47";"3300001";"1";"N/FACTURA A3300001";"4300000013";"";"";"59,01";"-1157,73";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"04/01/2013";"48";"3300002";"1";"N/FACTURA A3300002";"4300000274";"";"";"245,28";"-1403,01";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"83";"3300003";"1";"N/FACTURA A3300003";"4300000003";"";"";"141,62";"-1544,63";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"84";"3300004";"1";"N/FACTURA A3300004";"4300000003";"";"";"213,15";"-1757,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"85";"3300005";"1";"N/FACTURA A3300005";"4300000015";"";"";"220,75";"-1978,53";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"86";"3300006";"1";"N/FACTURA A3300006";"4300000038";"";"";"18,9";"-1997,43";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"87";"3300007";"1";"N/FACTURA A3300007";"4300000061";"";"";"39,77";"-2037,2";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"88";"3300008";"1";"N/FACTURA A3300008";"4300000117";"";"";"49,06";"-2086,26";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"89";"3300009";"1";"N/FACTURA A3300009";"4300000130";"";"";"79,72";"-2165,98";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"90";"3300010";"1";"N/FACTURA A3300010";"4300000152";"";"";"42,92";"-2208,9";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"91";"3300011";"1";"N/FACTURA A3300011";"4300000179";"";"";"6,13";"-2215,03";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"92";"3300012";"1";"N/FACTURA A3300012";"4300000182";"";"";"11,13";"-2226,16";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"93";"3300013";"1";"N/FACTURA A3300013";"4300000182";"";"";"81,35";"-2307,51";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"94";"3300014";"1";"N/FACTURA A3300014";"4300000187";"";"";"49,53";"-2357,04";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"95";"3300015";"1";"N/FACTURA A3300015";"4300000237";"";"";"34,6";"-2391,64";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"96";"3300016";"1";"N/FACTURA A3300016";"4300000239";"";"";"12,26";"-2403,9";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"97";"3300017";"1";"N/FACTURA A3300017";"4300000251";"";"";"33,6";"-2437,5";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"98";"3300018";"1";"N/FACTURA A3300018";"4300000256";"";"";"8,4";"-2445,9";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"99";"3300019";"1";"N/FACTURA A3300019";"4300000262";"";"";"190,39";"-2636,29";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"100";"3300020";"1";"N/FACTURA A3300020";"4300000271";"";"";"21";"-2657,29";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/01/2013";"101";"3300021";"1";"N/FACTURA A3300021";"4300000274";"";"";"20,12";"-2677,41";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"28/01/2013";"122";"3300022";"1";"N/FACTURA A3300022";"4300000279";"";"";"114,45";"-2791,86";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"158";"3300023";"1";"N/FACTURA A3300023";"4300000003";"";"";"16,55";"-2808,41";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"159";"3300024";"1";"N/FACTURA A3300024";"4300000003";"";"";"51,45";"-2859,86";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"160";"3300025";"1";"N/FACTURA A3300025";"4300000024";"";"";"59,64";"-2919,5";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"161";"3300026";"1";"N/FACTURA A3300026";"4300000038";"";"";"18,63";"-2938,13";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"162";"3300027";"1";"N/FACTURA A3300027";"4300000061";"";"";"57,5";"-2995,63";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"163";"3300028";"1";"N/FACTURA A3300028";"4300000116";"";"";"161,2";"-3156,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"164";"3300029";"1";"N/FACTURA A3300029";"4300000116";"";"";"103,95";"-3260,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"165";"3300030";"1";"N/FACTURA A3300030";"4300000130";"";"";"36,79";"-3297,57";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"166";"3300031";"1";"N/FACTURA A3300031";"4300000135";"";"";"12,26";"-3309,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"167";"3300032";"1";"N/FACTURA A3300032";"4300000148";"";"";"6,13";"-3315,96";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"168";"3300033";"1";"N/FACTURA A3300033";"4300000152";"";"";"24,53";"-3340,49";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"169";"3300034";"1";"N/FACTURA A3300034";"4300000155";"";"";"12,26";"-3352,75";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"170";"3300035";"1";"N/FACTURA A3300035";"4300000170";"";"";"6,13";"-3358,88";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"171";"3300036";"1";"N/FACTURA A3300036";"4300000179";"";"";"85,85";"-3444,73";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"172";"3300037";"1";"N/FACTURA A3300037";"4300000240";"";"";"14,7";"-3459,43";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"173";"3300038";"1";"N/FACTURA A3300038";"4300000245";"";"";"115,08";"-3574,51";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"174";"3300039";"1";"N/FACTURA A3300039";"4300000255";"";"";"6,13";"-3580,64";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"175";"3300040";"1";"N/FACTURA A3300040";"4300000262";"";"";"55,48";"-3636,12";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"176";"3300041";"1";"N/FACTURA A3300041";"4300000267";"";"";"26,88";"-3663";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"177";"3300042";"1";"N/FACTURA A3300042";"4300000272";"";"";"21";"-3684";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"178";"3300043";"1";"N/FACTURA A3300043";"4300000272";"";"";"90,59";"-3774,59";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"179";"3300044";"1";"N/FACTURA A3300044";"4300000274";"";"";"36,79";"-3811,38";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"180";"3300045";"1";"N/FACTURA A3300045";"4300000278";"";"";"703,5";"-4514,88";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/01/2013";"224";"3300046";"1";"N/FACTURA A3300046";"4300000116";"";"";"103,95";"-4618,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"181";"3300041";"1";"N/FACTURA M3300041";"4300000003";"";"";"39,9";"-4658,73";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"182";"3300042";"1";"N/FACTURA M3300042";"4300000011";"";"";"39,9";"-4698,63";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"183";"3300043";"1";"N/FACTURA M3300043";"4300000013";"";"";"37,59";"-4736,22";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"184";"3300044";"1";"N/FACTURA M3300044";"4300000015";"";"";"32,55";"-4768,77";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"185";"3300045";"1";"N/FACTURA M3300045";"4300000024";"";"";"37,59";"-4806,36";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"186";"3300046";"1";"N/FACTURA M3300046";"4300000001";"";"";"22,05";"-4828,41";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"187";"3300047";"1";"N/FACTURA M3300047";"4300000061";"";"";"21";"-4849,41";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"188";"3300048";"1";"N/FACTURA M3300048";"4300000116";"";"";"74,55";"-4923,96";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"189";"3300049";"1";"N/FACTURA M3300049";"4300000117";"";"";"32,55";"-4956,51";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"190";"3300050";"1";"N/FACTURA M3300050";"4300000269";"";"";"32,55";"-4989,06";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"191";"3300051";"1";"N/FACTURA M3300051";"4300000130";"";"";"36,75";"-5025,81";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"192";"3300052";"1";"N/FACTURA M3300052";"4300000135";"";"";"32,55";"-5058,36";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"193";"3300053";"1";"N/FACTURA M3300053";"4300000147";"";"";"39,9";"-5098,26";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"194";"3300054";"1";"N/FACTURA M3300054";"4300000148";"";"";"10,5";"-5108,76";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"195";"3300055";"1";"N/FACTURA M3300055";"4300000152";"";"";"21";"-5129,76";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"196";"3300056";"1";"N/FACTURA M3300056";"4300000155";"";"";"64,05";"-5193,81";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"197";"3300057";"1";"N/FACTURA M3300057";"4300000169";"";"";"32,55";"-5226,36";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"198";"3300058";"1";"N/FACTURA M3300058";"4300000170";"";"";"32,55";"-5258,91";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"199";"3300059";"1";"N/FACTURA M3300059";"4300000172";"";"";"10,5";"-5269,41";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"200";"3300060";"1";"N/FACTURA M3300060";"4300000173";"";"";"18,9";"-5288,31";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"201";"3300061";"1";"N/FACTURA M3300061";"4300000175";"";"";"16,8";"-5305,11";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"202";"3300062";"1";"N/FACTURA M3300062";"4300000178";"";"";"10,5";"-5315,61";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"203";"3300063";"1";"N/FACTURA M3300063";"4300000179";"";"";"32,55";"-5348,16";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"204";"3300064";"1";"N/FACTURA M3300064";"4300000182";"";"";"42";"-5390,16";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"205";"3300065";"1";"N/FACTURA M3300065";"4300000197";"";"";"32,55";"-5422,71";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"206";"3300066";"1";"N/FACTURA M3300066";"4300000230";"";"";"7,35";"-5430,06";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"207";"3300067";"1";"N/FACTURA M3300067";"4300000231";"";"";"19,95";"-5450,01";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"208";"3300068";"1";"N/FACTURA M3300068";"4300000235";"";"";"10,5";"-5460,51";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/02/2013";"209";"3300069";"1";"N/FACTURA M3300069";"4300000237";"";"";"32,55";"-5493,06";""
